0000387300手本 てほん 字帖，画帖；模范，榜样    0005523 名 ②
0068256800友 とも 朋友，关系亲密的人；陪伴、陪同    0683981 名 ①
0068896700共 とも 一起，共同；总共，所有，全部；共同，一起，性质相同    0690661 名 ①
0069630400ともかく ともかく 无论如何，总之，不管怎样    0697641 副 ①
0070213500共稼ぎ ともかせぎ (夫妻)两个人都工作挣钱    0703814 名 ③
0070684100共に ともに 一起，共同    0708425 副 ③①
0071147000共働き ともばたらき 夫妇都工作，共同工作挣钱    0712899 名 ③
0071719700ドライ dry 干燥，没有湿气；理智，冷冰冰，依法办事不徇私    0718720 ナ形 ②
0072591500ドライクリーニング dry_cleaning 干洗，使用有机溶剂代替水的洗涤方式    0727650 名 ⑤
0073317600捕らえる とらえる 紧紧抓住；捕获，逮住    0734468 他動2 ③
0073826500トラブル trouble 麻烦，纠纷，纠葛；事故，故障    0739700 名 ②
0074505400取り上げる とりあげる 拿起，举起；夺取，没收；受理，采纳    0746588 他動2 ⓪④
0075314300鳥居 とりい (神社入口处)牌坊，神社入口处所建的大门    0754266 名 ⓪
0075862300取り入れる とりいれる 收获，收割；收进，拿进来；引进，导入    0760301 他動2 ④
0076710100取り替え とりかえ 更换，替换，退换    0768490 名 ⓪
0077221500取り掛かる とりかかる 着手，开始做…    0774288 自動1 ④⓪
0077706500取り組む とりくむ 着手，对付，解决；埋头苦干，花大力气…    0778647 自動1 ③⓪
0078517900取り込む とりこむ 收进来，拿进；采纳，据为己有    0786472 他動1 ⓪③
0079220600取り締まり とりしまり 监管，监督，控制    0793786 名 ⓪
0079712900取り締まる とりしまる 监管，监督，取缔    0798413 他動1 ④⓪
0080207400取り次ぐ とりつぐ 转达，传达，转告；中介，代理    0803029 他動1 ⓪③
0080896800取り付ける とりつける 安装；签署合同，达成协议    0810386 他動2 ④⓪
0081458400取り戻す とりもどす 取回，拿回，收回，挽回，使…恢复原样    0815992 他動1 ④⓪
0082319300ドリル drill 钻孔机，钻床；训练，反复练习    0824249 名 ①
0082914900採る とる 选取，选择；采用，录用；提取，由…制取，取出    0830250 他動1 ①
0083879800捕る とる 抓住，逮住，捕获    0839433 他動1 ①
0084282800どれ どれ 唉，啊，喂，想做某事或想确认时为引起对方注意而发出的声音    0843745 感 ①
0085330600トレイ tray 托盘，(浅)盆    0854335 名 ②
0085712800どれだけ どれだけ 多么(地)…    0858173 副 ⓪①
0085924800~トン ～トン …吨，重量单位，船舶等的吨位    0860344 接尾
0086505500~丼 ～どん 大碗，…盖浇饭    0865711 接尾
0086819600とんでもない とんでもない 令人意外的，出乎意料的；岂有此理的；不可想象，难以置信的    0869735 イ形 ⑤
0087792000丼 どんぶり 大碗，海碗，比饭碗大且深；盖浇饭    0878876 名 ⓪
0088484000菜 な 菜，蔬菜，油菜    0885567 名 ①
0088856100完了 完了 完了   
